Sample_unique_id,Treat,Plate,library,Cell,Dose,Time,Compound name,Catalog Number,Catalog Number.1,smiles
sample1_1132,Compd0376,Plate4,1,293T,10uM,24h,Licarin A,Cpd0376,51020-86-1,CC=CC1=CC2=C(C(=C1)OC)OC(C2C)C3=CC(=C(C=C3)O)OC
sample1_1133,Compd0377,Plate4,1,293T,10uM,24h,Roburic acid,Cpd0377,6812-81-3,CC1CCC2(CCC3(C(=CCC4C3(CCC(C4(C)CCC(=O)O)C(=C)C)C)C2C1C)C)C
sample1_1134,Compd0378,Plate4,1,293T,10uM,24h,Phillyrin,Cpd0378,487-41-2,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC
sample1_1135,Compd0379,Plate4,1,293T,10uM,24h,Forsythoside A,Cpd0379,79916-77-1,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)O)O)OC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O
sample1_1136,Compd0380,Plate4,1,293T,10uM,24h,Forsythoside B,Cpd0380,81525-13-5,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)COC4C(C(CO4)(CO)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O
sample1_1137,Compd0381,Plate4,1,293T,10uM,24h,Forsythoside E,Cpd0381,93675-88-8,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)O)O)O)O)O)O
sample1_1138,Compd0382,Plate4,1,293T,10uM,24h,Liensinine diperchlorate,Cpd0382,5088-90-4,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC.OCl(=O)(=O)=O.OCl(=O)(=O)=O
sample1_1139,Compd0383,Plate4,1,293T,10uM,24h,Sylvestroside I,Cpd0383,71431-22-6,CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)OC(=O)C4=COC(C(C4CCO)C=C)OC5C(C(C(C(O5)CO)O)O)O
sample1_114,Compd0002,Plate1,1,293T,10uM,24h,Asiaticoside B,Cpd0002,125265-68-1,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C8(CC(C(C(C8C(CC7(C6(CC5)C)C)O)(C)CO)O)O)C)(C)C)O)O)O)CO)O)O)O
sample1_1140,Compd0384,Plate4,1,293T,10uM,24h,Ganolactone B,Cpd0384,1028449-53-7,CC1(C(CCC2(C1CC(C3=C2C(=O)CC4(C3(C(=O)CC4C5(CCC(=O)O5)C)C)C)O)C)O)C
sample1_1141,Compd0385,Plate4,1,293T,10uM,24h,Ganoderal A,Cpd0385,104700-98-3,CC(CCC=C(C)C=O)C1CCC2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C
sample1_1142,Compd0386,Plate4,1,293T,10uM,24h,Ganoderic    acid A,Cpd0386,81907-62-2,CC(CC(=O)CC(C)C(=O)O)C1CC(C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C)O
sample1_1143,Compd0387,Plate4,1,293T,10uM,24h,Ganoderic    acid C2,Cpd0387,103773-62-2,CC(CC(=O)CC(C)C(=O)O)C1CC(C2(C1(CC(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)C)C)O
sample1_1144,Compd0388,Plate4,1,293T,10uM,24h,"Ganoderic    acid
D",Cpd0388,108340-60-9,CC(CC(=O)CC(C)C(=O)O)C1CC(=O)C2(C1(C(C(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)O)C)C
sample1_1145,Compd0389,Plate4,1,293T,10uM,24h,"Ganoderic    acid
D2",Cpd0389,97653-94-6,CC(CC(=O)CC(C)C(=O)O)C1CC(=O)C2(C1(C(C(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)O)C)C
sample1_1146,Compd0390,Plate4,1,293T,10uM,24h,Ganoderic acid I,Cpd0390,98665-20-4,CC(CC(=O)CC(C)(C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)C)C)O)C(=O)O
sample1_1147,Compd0391,Plate4,1,293T,10uM,24h,"Ganoderic    acid
LM2",Cpd0391,508182-41-0,CC(CC(C=C(C)C(=O)O)O)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C
sample1_1148,Compd0392,Plate4,1,293T,10uM,24h,"Ganodermanond
iol",Cpd0392,107900-76-5,CC(CCC(C(C)(C)O)O)C1CCC2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C
sample1_1149,Compd0393,Plate4,1,293T,10uM,24h,"Ganoderenic
acid C",Cpd0393,100665-42-7,CC(CC(=O)C=C(C)C1CC(C2(C1(CC(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)C)C)O)C(=O)O
sample1_115,Compd0003,Plate1,1,293T,10uM,24h,Brandioside,Cpd0003,133393-81-4,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)OC(=O)C)OC4C(C(C(C(O4)C)O)O)O)OC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O
sample1_1150,Compd0394,Plate4,1,293T,10uM,24h,Ganoderenic acid D,Cpd0394,100665-43-8,CC(CC(=O)C=C(C)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C)C(=O)O
sample1_1151,Compd0395,Plate4,1,293T,10uM,24h,Coptisine sulfate,Cpd0395,1198398-71-8,C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6.OS(=O)(=O)[O-]
sample1_1152,Compd0396,Plate4,1,293T,10uM,24h,Hyoscyamine sulfate hydrate,Cpd0396,620-61-1,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.OS(=O)(=O)O
sample1_1153,Compd0397,Plate4,1,293T,10uM,24h,Pectolinarigenin,Cpd0397,520-12-7,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O
sample1_1154,Compd0398,Plate4,1,293T,10uM,24h,Gentiopicroside,Cpd0398,20831-76-9,C=CC1C(OC=C2C1=CCOC2=O)OC3C(C(C(C(O3)CO)O)O)O
sample1_1155,Compd0399,Plate4,1,293T,10uM,24h,Rutin,Cpd0399,153-18-4,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
sample1_1156,Compd0400,Plate4,1,293T,10uM,24h,Aloin,Cpd0400,1415-73-2,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO
sample1_1157,DMSO,Plate4,1,293T,10uM,24h,,,,
sample1_1158,DMSO,Plate4,1,293T,10uM,24h,,,,
sample1_1159,DMSO,Plate4,1,293T,10uM,24h,,,,
sample1_116,Compd0004,Plate1,1,293T,10uM,24h,"Clematichinenos
ide AR",Cpd0004,761425-93-8,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)OC4COC(C(C4O)O)OC5C(C(OC(C5O)OC6C(C(COC6OC7CCC8(C(C7(C)C)CCC9(C8CC=C1C9(CCC2(C1CC(CC2)(C)C)C(=O)OC1C(C(C(C(O1)COC1C(C(C(C(O1)CO)OC1C(C(C(C(O1)C)O)O)O)O)O)O)O)O)C)C)C)O)O)C)O)CO)O)O)O)O)O)O
sample1_1160,DMSO,Plate4,1,293T,10uM,24h,,,,
sample1_1161,DMSO,Plate4,1,293T,10uM,24h,,,,
sample1_1162,DMSO,Plate4,1,293T,10uM,24h,,,,
sample1_1163,JQ1,Plate4,1,293T,10uM,24h,,,,
sample1_1164,JQ1,Plate4,1,293T,10uM,24h,,,,
sample1_1165,JQ1,Plate4,1,293T,10uM,24h,,,,
sample1_1166,JQ1,Plate4,1,293T,10uM,24h,,,,
sample1_1167,JQ1,Plate4,1,293T,10uM,24h,,,,
sample1_1168,JQ1,Plate4,1,293T,10uM,24h,,,,
sample1_1169,Compd0301,Plate4,1,293T,10uM,24h,Quercetin,Cpd0301,117-39-5,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
sample1_117,Compd0005,Plate1,1,293T,10uM,24h,"Saikosaponin
B1",Cpd0005,58558-08-0,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC5=C6CC(CCC6(C(CC54C)O)CO)(C)C)C)C)O)OC7C(C(C(C(O7)CO)O)O)O)O
sample1_1170,Compd0302,Plate4,1,293T,10uM,24h,"Quercetin
3-O-β-D-xylopy ranoside",Cpd0302,549-32-6,C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
sample1_1171,Compd0303,Plate4,1,293T,10uM,24h,"Quercetin
3-O-β-D-gluco
se-7-O-β-D-ge ntiobioside",Cpd0303,60778-02-1,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)O
sample1_1173,Compd0305,Plate4,1,293T,10uM,24h,Polydatin,Cpd0305,27208-80-6,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
sample1_1174,Compd0306,Plate4,1,293T,10uM,24h,Cinobufagin,Cpd0306,470-37-1,CC(=O)OC1C(C2(CCC3C(C24C1O4)CCC5C3(CCC(C5)O)C)C)C6=COC(=O)C=C6
sample1_1175,Compd0307,Plate4,1,293T,10uM,24h,Cinobufotalin,Cpd0307,1108-68-5,CC(=O)OC1C(C2(CCC3C(C24C1O4)CCC5(C3(CCC(C5)O)C)O)C)C6=COC(=O)C=C6
sample1_1176,Compd0308,Plate4,1,293T,10uM,24h,"Caffeoylputresci
ne",Cpd0308,29554-26-5,C1=CC(=C(C=C1C=CC(=O)NCCCCN)O)O
sample1_1177,Compd0309,Plate4,1,293T,10uM,24h,"Sophoflavescen
ol",Cpd0309,216450-65-6,CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)C(=C(O2)C3=CC=C(C=C3)O)O)C
sample1_1178,Compd0310,Plate4,1,293T,10uM,24h,Phellodendrine,Cpd0310,6873-13-8,C[N+]12CCC3=CC(=C(C=C3C1CC4=CC(=C(C=C4C2)OC)O)O)OC
sample1_1179,Compd0311,Plate4,1,293T,10uM,24h,Obacunone,Cpd0311,751-03-1,CC1(C2CC(=O)C3(C(C2(C=CC(=O)O1)C)CCC4(C35C(O5)C(=O)OC4C6=COC=C6)C)C)C
sample1_118,Compd0006,Plate1,1,293T,10uM,24h,"19-Oxocinobufa
gin",Cpd0006,24512-59-2,CC(=O)OC1C(C2(CCC3C(C24C1O4)CCC5C3(CCC(C5)O)C=O)C)C6=COC(=O)C=C6
sample1_1180,Compd0312,Plate4,1,293T,10uM,24h,Glycitin,Cpd0312,40246-10-4,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O
sample1_1181,Compd0313,Plate4,1,293T,10uM,24h,Glycitein,Cpd0313,40957-83-3,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O
sample1_1182,Compd0314,Plate4,1,293T,10uM,24h,Xanthohumol,Cpd0314,6754-58-1,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C
sample1_1183,Compd0315,Plate4,1,293T,10uM,24h,Astragaloside IV,Cpd0315,84687-43-4,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C
sample1_1184,Compd0316,Plate4,1,293T,10uM,24h,Astragaloside I,Cpd0316,84680-75-1,CC(=O)OC1C(COC(C1OC(=O)C)OC2CCC34CC35CCC6(C(C(CC6(C5CC(C4C2(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C8(CCC(O8)C(C)(C)O)C)C)O
sample1_1185,Compd0317,Plate4,1,293T,10uM,24h,Astragaloside II,Cpd0317,84676-89-1,CC(=O)OC1C(C(COC1OC2CCC34CC35CCC6(C(C(CC6(C5CC(C4C2(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C8(CCC(O8)C(C)(C)O)C)C)O)O
sample1_1188,Compd0320,Plate4,1,293T,10uM,24h,Engeletin,Cpd0320,572-31-6,CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O
sample1_1189,Compd0321,Plate4,1,293T,10uM,24h,Baicalein,Cpd0321,491-67-8,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O
sample1_1190,Compd0322,Plate4,1,293T,10uM,24h,Macranthoidin A,Cpd0322,140360-29-8,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)C)C)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)O
sample1_1191,Compd0323,Plate4,1,293T,10uM,24h,"Macranthoidin
B",Cpd0323,136849-88-2,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)C)C)O)O)O)OC1C(C(C(C(O1)CO)OC1C(C(C(C(O1)CO)O)O)O)O)O)O
sample1_1192,Compd0324,Plate4,1,293T,10uM,24h,Pimpinellin,Cpd0324,131-12-4,COC1=C(C2=C(C=CO2)C3=C1C=CC(=O)O3)OC
sample1_1194,Compd0326,Plate4,1,293T,10uM,24h,2-(4-Hydroxyphenyl)ethyl 4-methoxybenzoate,Cpd0326,87932-34-1,COC1=CC=C(C=C1)C(=O)OCCC2=CC=C(C=C2)O
sample1_1195,Compd0327,Plate4,1,293T,10uM,24h,Asiaticoside,Cpd0327,16830-15-2,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O
sample1_1196,Compd0328,Plate4,1,293T,10uM,24h,Asiatic acid,Cpd0328,464-92-6,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O
sample1_1197,Compd0329,Plate4,1,293T,10uM,24h,Germacrone,Cpd0329,6902-91-6,CC1=CCC(=C(C)C)C(=O)CC(=CCC1)C
sample1_1198,Compd0330,Plate4,1,293T,10uM,24h,Methylophiopog onone A,Cpd0330,74805-90-6,CC1=C(C(=C2C(=C1O)C(=O)C(=CO2)CC3=CC4=C(C=C3)OCO4)C)O
sample1_1199,Compd0331,Plate4,1,293T,10uM,24h,Methylophiopog onanone A,Cpd0331,74805-92-8,CC1=C(C(=C2C(=C1O)C(=O)C(CO2)CC3=CC4=C(C=C3)OCO4)C)O
sample1_12,Compd0012,Plate1,1,293T,10uM,24h,"Pseudolaric
Acid A-O-β-D- glucopyranoside",Cpd0012,98891-44-2,CC1=CCC23CCC(C2(CC1)OC(=O)C)C(OC3=O)(C)C=CC=C(C)C(=O)OC4C(C(C(C(O4)CO)O)O)O
sample1_120,Compd0008,Plate1,1,293T,10uM,24h,Sodium Houttuyfonate,Cpd0008,1847-58-1,CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+]
sample1_1200,Compd0332,Plate4,1,293T,10uM,24h,Methylophiopog onanone B,Cpd0332,74805-91-7,CC1=C(C(=C2C(=C1O)C(=O)C(CO2)CC3=CC=C(C=C3)OC)C)O
sample1_1201,Compd0333,Plate4,1,293T,10uM,24h,"Methylprotodios
cin",Cpd0333,54522-52-0,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)OC
sample1_1202,Compd0334,Plate4,1,293T,10uM,24h,"Pseudoginsenosi
de RT1",Cpd0334,98474-74-9,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(CO7)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C
sample1_1203,Compd0335,Plate4,1,293T,10uM,24h,Curcumin,Cpd0335,458-37-7,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
sample1_1204,Compd0336,Plate4,1,293T,10uM,24h,Nordihydrocaps aicin,Cpd0336,28789-35-7,CC(C)CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
sample1_1205,Compd0337,Plate4,1,293T,10uM,24h,Jionoside B1,Cpd0337,120406-37-3,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)OC)COC4C(C(C(C(O4)CO)O)O)O)OCCC5=CC(=C(C=C5)OC)O)O)O)O)O
sample1_1206,Compd0338,Plate4,1,293T,10uM,24h,"Gypenoside
XLIX",Cpd0338,94987-08-3,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C(CCC6(C5(CCC4C3(C)C)C)C)C(CCC=C(C)C)(COC7C(C(C(C(O7)CO)O)O)O)O)C=O)O)OC8C(C(C(CO8)O)O)O)O)O)O
sample1_1208,Compd0340,Plate4,1,293T,10uM,24h,Pseudolaric Acid C,Cpd0340,82601-41-0,CC(=CC=CC1(C2CCC3(C2(CCC(=CC3)C(=O)OC)O)C(=O)O1)C)C(=O)O
sample1_1209,Compd0341,Plate4,1,293T,10uM,24h,Cytisine,Cpd0341,485-35-8,C1C2CNCC1C3=CC=CC(=O)N3C2
sample1_121,Compd0009,Plate1,1,293T,10uM,24h,Ginsenoside Rd,Cpd0009,52705-93-8,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C
sample1_1210,Compd0342,Plate4,1,293T,10uM,24h,Poliumoside,Cpd0342,94079-81-9,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)C)O)O)O)OC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O
sample1_1211,Compd0343,Plate4,1,293T,10uM,24h,Hyperoside,Cpd0343,482-36-0,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
sample1_1212,Compd0344,Plate4,1,293T,10uM,24h,Ajugasterone C,Cpd0344,23044-80-6,CC(C)CCC(C(C)(C1CCC2(C1(CC(C3C2=CC(=O)C4C3(CC(C(C4)O)O)C)O)C)O)O)O
sample1_1213,Compd0345,Plate4,1,293T,10uM,24h,Geniposidic acid,Cpd0345,27741-01-1,C1C=C(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)CO
sample1_1214,Compd0346,Plate4,1,293T,10uM,24h,Platycodin D,Cpd0346,58479-68-8,CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4O)C)(CCC7C6(CC(C(C7(CO)CO)OC8C(C(C(C(O8)CO)O)O)O)O)C)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)OC1C(C(CO1)(CO)O)O)O
sample1_1215,Compd0347,Plate4,1,293T,10uM,24h,Cichoric acid,Cpd0347,6537-80-0,C1=CC(=C(C=C1C=CC(=O)OC(C(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)C(=O)O)O)O
sample1_1216,Compd0348,Plate4,1,293T,10uM,24h,Ingenol,Cpd0348,30220-46-3,CC1CC2C(C2(C)C)C3C=C(C(C4(C1(C3=O)C=C(C4O)C)O)O)CO
sample1_1217,Compd0349,Plate4,1,293T,10uM,24h,Caffeic acid,Cpd0349,331-39-5,C1=CC(=C(C=C1C=CC(=O)O)O)O
sample1_1218,Compd0350,Plate4,1,293T,10uM,24h,Caffeine,Cpd0350,1958-8-2,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
sample1_1219,Compd0351,Plate4,1,293T,10uM,24h,Leucoside,Cpd0351,27661-51-4,C1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)CO)O)O)O)O)O
sample1_122,Compd0010,Plate1,1,293T,10uM,24h,Ginsenoside Re,Cpd0010,52286-59-6,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O
sample1_1220,Compd0352,Plate4,1,293T,10uM,24h,Corilagin,Cpd0352,23094-69-1,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O
sample1_1221,Compd0353,Plate4,1,293T,10uM,24h,Corosolic acid,Cpd0353,4547-24-4,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O
sample1_1222,Compd0354,Plate4,1,293T,10uM,24h,Kushenol I,Cpd0354,99119-69-4,CC(=CCC(CC1=C2C(=C(C=C1O)OC)C(=O)C(C(O2)C3=C(C=C(C=C3)O)O)O)C(=C)C)C
sample1_1223,Compd0355,Plate4,1,293T,10uM,24h,Matrine,Cpd0355,519-02-8,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1
sample1_1224,Compd0356,Plate4,1,293T,10uM,24h,Kurarinone,Cpd0356,34981-26-5,CC(=CCC(CC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)C(=C)C)C
sample1_1226,Compd0358,Plate4,1,293T,10uM,24h,"bis[6-(5,6-dihyd rochelerythrinyl
)]amine",Cpd0358,165393-48-6,CN1C(C2=C(C=CC(=C2OC)OC)C3=C1C4=CC5=C(C=C4C=C3)OCO5)NC6C7=C(C=CC(=C7OC)OC)C8=C(N6C)C9=CC1=C(C=C9C=C8)OCO1
sample1_1227,Compd0359,Plate4,1,293T,10uM,24h,Amygdalin,Cpd0359,29883-15-6,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O
sample1_1228,Compd0360,Plate4,1,293T,10uM,24h,Picfeltarraenin IA,Cpd0360,97230-47-2,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4C(=CCC5C4(C(=O)CC6(C5(CC(C6C7(C(=O)C=C(O7)C(C)C)C)O)C)C)C)C3(C)C)O)O)O)O)O
sample1_1229,Compd0361,Plate4,1,293T,10uM,24h,Picfeltarraenin IB,Cpd0361,97230-46-1,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4C(=CCC5C4(C(=O)CC6(C5(CC(C6C7(C(=O)C=C(O7)C(C)C)C)O)C)C)C)C3(C)C)CO)O)O)O)O)O
sample1_123,Compd0011,Plate1,1,293T,10uM,24h,Resibufagin,Cpd0011,20987-24-0,CC12CCC3C(C14C(O4)CC2C5=COC(=O)C=C5)CCC6C3(CCC(C6)O)C=O
sample1_1230,Compd0362,Plate4,1,293T,10uM,24h,Picfeltarraenin IV,Cpd0362,184288-35-5,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(COC(C3O)OC4CCC5C(=CCC6C5(C(=O)CC7(C6(CC(C7C8(C(=O)C=C(O8)C(C)C)C)O)C)C)C)C4(C)C)O)CO)O)O)O)O)O
sample1_1231,Compd0363,Plate4,1,293T,10uM,24h,"Picfeltarraenin
X",Cpd0363,1391826-61-1,CC(C)C1=CC(=O)C(O1)(C)C2C(CC3(C2(CC(=O)C4(C3CC=C5C4CC(C(C5(C)C)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)C)O
sample1_1232,Compd0364,Plate4,1,293T,10uM,24h,Tussilagone,Cpd0364,104012-37-5,CCC(=CC(=O)OC1CC(C2C(C1=C)CC(=O)C2C(C)OC(=O)C)C(C)C)C
sample1_1233,Compd0365,Plate4,1,293T,10uM,24h,Quinic acid,Cpd0365,77-95-2,C1C(C(C(CC1(C(=O)O)O)O)O)O
sample1_1234,Compd0366,Plate4,1,293T,10uM,24h,Olaquindox,Cpd0366,23696-28-8,CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO
sample1_1235,Compd0367,Plate4,1,293T,10uM,24h,Rebaudioside A,Cpd0367,58543-16-1,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O
sample1_1236,Compd0368,Plate4,1,293T,10uM,24h,Rebaudioside C,Cpd0368,63550-99-2,CC1C(C(C(C(O1)OC2C(C(C(OC2OC34CCC5C6(CCCC(C6CCC5(C3)CC4=C)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C)CO)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O
sample1_1237,Compd0369,Plate4,1,293T,10uM,24h,Rebaudioside G,Cpd0369,127345-21-5,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
sample1_1238,Compd0370,Plate4,1,293T,10uM,24h,Wilfortrine,Cpd0370,37239-48-8,CC(=O)OCC12C(C(C3C(C14C(C(C(C2OC(=O)C)OC(=O)C5=CC=CO5)OC(=O)C(CCC6=C(C=CC=N6)C(=O)OCC3(O4)C)(C)O)(C)O)OC(=O)C)OC(=O)C)OC(=O)C
sample1_1239,Compd0371,Plate4,1,293T,10uM,24h,Wilforine,Cpd0371,11088-09-8,CC1CCC2=C(C=CC=N2)C(=O)OCC3(C4C(C(C5(C(C(C(C(C5(C4OC(=O)C)O3)(C)O)OC1=O)OC(=O)C6=CC=CC=C6)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C
sample1_124,Compd0012,Plate1,1,293T,10uM,24h,"Pseudolaric
Acid A-O-β-D- glucopyranoside",Cpd0012,98891-44-2,CC1=CCC23CCC(C2(CC1)OC(=O)C)C(OC3=O)(C)C=CC=C(C)C(=O)OC4C(C(C(C(O4)CO)O)O)O
